Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1242637,-,-,-,4.61,-74.06,-5,2856,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2019,1,1,0,30,0,0,0,0,0,0,10.100000000000001,160.19,0.12,1.6,1.8,104,100,10.100000000000001,763,N/A
2019,1,1,1,30,0,0,0,0,0,0,9.8,151.46,0.12,1.6,1.8,104,100,9.8,762,N/A
2019,1,1,2,30,0,0,0,0,0,0,9.600000000000001,139.33,0.12,1.7000000000000002,1.8,105,100,9.600000000000001,762,N/A
2019,1,1,3,30,0,0,0,0,0,0,9.4,126.08,0.12,1.7000000000000002,1.8,107,100,9.4,762,N/A
2019,1,1,4,30,0,0,0,0,0,0,9.3,112.42,0.12,1.8,1.8,110,100,9.3,763,N/A
2019,1,1,5,30,0,0,0,0,0,0,9.700000000000001,98.63,0.12,1.9000000000000001,1.8,112,100,9.700000000000001,764,N/A
2019,1,1,6,30,30,418,68,30,418,68,10.9,84.75,0.12,2.6,1.8,111,97.03,11.4,764,N/A
2019,1,1,7,30,54,802,312,54,802,312,11.100000000000001,71.26,0.12,3.4000000000000004,1.8,109,84.76,13.600000000000001,765,N/A
2019,1,1,8,30,66,938,561,66,938,561,11,58.120000000000005,0.12,3.8000000000000003,1.8,109,74.11,15.600000000000001,765,N/A
2019,1,1,9,30,71,1004,771,71,1004,771,11.100000000000001,45.800000000000004,0.12,3.9000000000000004,1.8,109,67.26,17.2,765,N/A
2019,1,1,10,30,73,1040,922,73,1040,922,11.200000000000001,35.24,0.12,4,1.8,107,63.42,18.3,764,N/A
2019,1,1,11,30,74,1053,999,74,1053,999,11.5,28.54,0.12,4,1.8,105,62.06,18.900000000000002,763,N/A
2019,1,1,12,30,73,1054,999,73,1054,999,11.700000000000001,28.560000000000002,0.12,4.1000000000000005,1.8,103,62.27,19.1,763,N/A
2019,1,1,13,30,70,1041,920,70,1041,920,11.8,35.29,0.12,4.1000000000000005,1.9000000000000001,102,63.45,18.900000000000002,762,N/A
2019,1,1,14,30,65,1011,769,65,1011,769,11.8,45.86,0.12,3.9000000000000004,1.9000000000000001,102,66.18,18.2,762,N/A
2019,1,1,15,30,59,951,560,59,951,560,11.700000000000001,58.19,0.12,3.7,1.9000000000000001,100,70.60000000000001,17.1,762,N/A
2019,1,1,16,30,48,829,313,48,829,313,11.9,71.34,0.12,3.1,1.9000000000000001,99,81.14,15.100000000000001,763,N/A
2019,1,1,17,30,27,467,69,27,467,69,12.5,84.83,0.12,2.4000000000000004,1.8,100,96.98,13,763,N/A
2019,1,1,18,30,0,0,0,0,0,0,12.100000000000001,98.71000000000001,0.12,2.1,1.8,101,100,12.100000000000001,763,N/A
2019,1,1,19,30,0,0,0,0,0,0,11.3,112.51,0.12,2.2,1.7000000000000002,102,100,11.3,764,N/A
2019,1,1,20,30,0,0,0,0,0,0,10.9,126.17,0.12,2.3000000000000003,1.7000000000000002,104,100,10.9,764,N/A
2019,1,1,21,30,0,0,0,0,0,0,10.5,139.43,0.12,2.3000000000000003,1.6,105,100,10.5,764,N/A
2019,1,1,22,30,0,0,0,0,0,0,10.100000000000001,151.57,0.12,2.3000000000000003,1.6,107,100,10.100000000000001,764,N/A
2019,1,1,23,30,0,0,0,0,0,0,9.8,160.3,0.12,2.1,1.5,109,100,9.8,764,N/A
2019,1,2,0,30,0,0,0,0,0,0,9.3,160.31,0.12,2,1.5,110,100,9.3,763,N/A
2019,1,2,1,30,0,0,0,0,0,0,8.8,151.6,0.12,1.9000000000000001,1.4000000000000001,109,100,8.8,763,N/A
2019,1,2,2,30,0,0,0,0,0,0,8.200000000000001,139.46,0.12,1.8,1.4000000000000001,107,100,8.200000000000001,762,N/A
2019,1,2,3,30,0,0,0,0,0,0,7.800000000000001,126.2,0.12,1.8,1.3,107,100,7.800000000000001,762,N/A
2019,1,2,4,30,0,0,0,0,0,0,7.4,112.53,0.12,1.8,1.3,108,100,7.4,763,N/A
2019,1,2,5,30,0,0,0,0,0,0,7.9,98.74000000000001,0.12,1.9000000000000001,1.3,110,100,7.9,764,N/A
2019,1,2,6,30,27,493,71,27,493,71,8.5,84.85000000000001,0.12,2.5,1.4000000000000001,112,89.71000000000001,10.100000000000001,764,N/A
2019,1,2,7,30,47,847,318,47,847,318,9.1,71.35000000000001,0.12,3.4000000000000004,1.4000000000000001,112,75.45,13.3,765,N/A
2019,1,2,8,30,59,962,566,59,962,566,9.700000000000001,58.19,0.12,3.9000000000000004,1.5,110,67.81,15.600000000000001,765,N/A
2019,1,2,9,30,67,1016,775,67,1016,775,10.4,45.84,0.12,4,1.6,110,63.99,17.3,765,N/A
2019,1,2,10,30,71,1044,924,71,1044,924,11.100000000000001,35.25,0.12,4,1.7000000000000002,110,62.4,18.400000000000002,765,N/A
2019,1,2,11,30,74,1056,1002,74,1056,1002,11.600000000000001,28.490000000000002,0.12,3.9000000000000004,1.8,110,61.49,19.200000000000003,764,N/A
2019,1,2,12,30,77,1050,1000,77,1050,1000,12.100000000000001,28.45,0.12,3.8000000000000003,1.8,109,62.13,19.5,763,N/A
2019,1,2,13,30,78,1031,921,78,1031,921,12.4,35.15,0.12,3.7,1.9000000000000001,109,63.02,19.6,762,N/A
2019,1,2,14,30,74,996,769,74,996,769,12.600000000000001,45.72,0.12,3.5,1.9000000000000001,109,65.96000000000001,19.1,762,N/A
2019,1,2,15,30,66,929,558,66,929,558,12.700000000000001,58.050000000000004,0.12,3.2,2,108,70.5,18.2,762,N/A
2019,1,2,16,30,63,668,278,55,793,310,13.100000000000001,71.21000000000001,0.12,2.5,2,107,80.34,16.5,762,N/A
2019,1,2,17,30,22,147,36,31,407,68,13.9,84.72,0.12,1.9000000000000001,2,106,96.9,14.4,763,N/A
2019,1,2,18,30,0,0,0,0,0,0,13.600000000000001,98.60000000000001,0.12,1.7000000000000002,2,105,99.85000000000001,13.600000000000001,763,N/A
