Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1253085,-,-,-,9.81,-73.74,-5,74,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2009,1,1,0,30,0,0,0,0,0,0,21,164.82,0.212,0.1,4.49,239.3,89.94,24,990,N/A
2009,1,1,1,30,0,0,0,0,0,0,20,154.47,0.212,0.1,4.463,210.60000000000002,87.89,24,990,N/A
2009,1,1,2,30,0,0,0,0,0,0,20,141.5,0.212,0.1,4.4350000000000005,186.4,91.24,23,990,N/A
2009,1,1,3,30,0,0,0,0,0,0,20,127.89,0.212,0.1,4.413,176,88.66,23,990,N/A
2009,1,1,4,30,0,0,0,0,0,0,19,114.10000000000001,0.212,0.1,4.414,225.10000000000002,86.73,23,990,N/A
2009,1,1,5,30,0,0,0,0,0,0,19,100.33,0.212,0.1,4.438,273.5,85.29,23,990,N/A
2009,1,1,6,30,22,135,30,22,135,30,19,86.71000000000001,0.212,0,4.471,295.7,81.18,24,990,N/A
2009,1,1,7,30,73,566,235,73,566,235,19,73.39,0.212,0,4.506,300.1,69.99,26,990,N/A
2009,1,1,8,30,96,748,463,96,748,463,18,60.65,0.212,0,4.547,309.3,55.47,29,990,N/A
2009,1,1,9,30,108,838,659,108,838,659,17,48.96,0.212,0,4.585,249.10000000000002,45.160000000000004,32,990,N/A
2009,1,1,10,30,129,862,796,129,862,796,17,39.300000000000004,0.212,0,4.598,214.4,42.12,33,990,N/A
2009,1,1,11,30,133,881,869,133,881,869,17,33.5,0.212,0,4.591,229.70000000000002,39.63,34,990,N/A
2009,1,1,12,30,134,880,867,134,880,867,17,33.63,0.212,0,4.5760000000000005,205.5,39.83,34,990,N/A
2009,1,1,13,30,151,820,783,151,820,783,17,39.64,0.212,0,4.555,234.9,37.94,35,990,N/A
2009,1,1,14,30,141,764,639,141,764,639,17,49.410000000000004,0.212,0,4.537,148.8,40.42,34,990,N/A
2009,1,1,15,30,122,662,442,122,662,442,17,61.160000000000004,0.212,0,4.5440000000000005,116.9,43.21,33,990,N/A
2009,1,1,16,30,89,460,216,89,460,216,19,73.94,0.212,0,4.588,106.7,52.18,31,990,N/A
2009,1,1,17,30,19,51,22,19,51,22,21,87.27,0.212,0.1,4.642,93.9,69.7,29,990,N/A
2009,1,1,18,30,0,0,0,0,0,0,22,100.91,0.212,0.1,4.67,100.60000000000001,79.86,27,990,N/A
2009,1,1,19,30,0,0,0,0,0,0,22,114.69,0.212,0.1,4.647,276.5,78.96000000000001,27,990,N/A
2009,1,1,20,30,0,0,0,0,0,0,21,128.48,0.212,0.1,4.564,300.1,81.41,26,990,N/A
2009,1,1,21,30,0,0,0,0,0,0,21,142.09,0.212,0.1,4.476,18.7,78.55,26,990,N/A
2009,1,1,22,30,0,0,0,0,0,0,20,155.02,0.212,0.1,4.428,88.10000000000001,81.68,25,990,N/A
2009,1,1,23,30,0,0,0,0,0,0,20,165.18,0.212,0.2,4.407,101.2,79.34,25,990,N/A
2009,1,2,0,30,0,0,0,0,0,0,19,164.95000000000002,0.212,0.1,4.4030000000000005,101.9,81.74,24,990,N/A
2009,1,2,1,30,0,0,0,0,0,0,19,154.6,0.212,0,4.425,86.80000000000001,79.57000000000001,24,990,N/A
2009,1,2,2,30,0,0,0,0,0,0,19,141.63,0.212,0,4.476,7.7,79.56,24,990,N/A
2009,1,2,3,30,0,0,0,0,0,0,19,128.01,0.212,0.1,4.523,277.3,79.84,24,990,N/A
2009,1,2,4,30,0,0,0,0,0,0,19,114.21000000000001,0.212,0.1,4.5360000000000005,271.1,81.29,24,990,N/A
2009,1,2,5,30,0,0,0,0,0,0,19,100.43,0.212,0.1,4.532,287,81.26,24,990,N/A
2009,1,2,6,30,22,133,29,22,133,29,19,86.79,0.212,0,4.518,328.3,77.45,25,990,N/A
2009,1,2,7,30,73,563,234,73,563,234,19,73.47,0.212,0,4.489,8.3,65.97,27,990,N/A
2009,1,2,8,30,98,741,461,98,741,461,18,60.7,0.212,0,4.45,44.400000000000006,53,30,990,N/A
2009,1,2,9,30,113,829,658,113,829,658,18,48.99,0.212,0,4.41,98.7,43.82,33,990,N/A
2009,1,2,10,30,121,877,800,121,877,800,18,39.29,0.212,0,4.381,173.3,38.96,35,990,N/A
2009,1,2,11,30,127,895,874,127,895,874,17,33.44,0.212,0,4.375,196.9,36.5,36,990,N/A
2009,1,2,12,30,130,890,872,130,890,872,17,33.52,0.212,0,4.391,200.60000000000002,34.18,37,990,N/A
2009,1,2,13,30,130,859,794,130,859,794,17,39.5,0.212,0,4.425,206.3,35.85,36,990,N/A
2009,1,2,14,30,123,805,649,123,805,649,17,49.27,0.212,0,4.464,228.8,37.89,35,990,N/A
2009,1,2,15,30,107,709,451,107,709,451,17,61.03,0.212,0,4.508,231.10000000000002,40.5,34,990,N/A
2009,1,2,16,30,100,312,187,79,521,224,18,73.81,0.212,0,4.547,230.70000000000002,47.800000000000004,32,990,N/A
2009,1,2,17,30,20,96,25,20,96,25,20,87.15,0.212,0,4.572,137.3,64.9,29,990,N/A
2009,1,2,18,30,0,0,0,0,0,0,21,100.79,0.212,0,4.587,158.10000000000002,78.54,27,990,N/A
2009,1,2,19,30,0,0,0,0,0,0,22,114.58,0.212,0.1,4.603,241.5,78.75,27,990,N/A
2009,1,2,20,30,0,0,0,0,0,0,21,128.39000000000001,0.212,0.1,4.62,192.10000000000002,75.89,27,990,N/A
2009,1,2,21,30,0,0,0,0,0,0,21,142.01,0.212,0.2,4.604,138.5,79.35000000000001,26,990,N/A
2009,1,2,22,30,0,0,0,0,0,0,21,154.97,0.212,0.2,4.53,117.2,79.14,26,990,N/A
2009,1,2,23,30,0,0,0,0,0,0,21,165.21,0.212,0.2,4.433,102.10000000000001,83.68,25,990,N/A
2009,1,3,0,30,0,0,0,0,0,0,20,165.08,0.212,0.2,4.3500000000000005,90.80000000000001,82.36,25,990,N/A
2009,1,3,1,30,0,0,0,0,0,0,20,154.74,0.212,0.2,4.287,80.80000000000001,80.4,25,990,N/A
2009,1,3,2,30,0,0,0,0,0,0,20,141.75,0.212,0.1,4.236,70.2,78.87,25,990,N/A
2009,1,3,3,30,0,0,0,0,0,0,19,128.12,0.212,0.1,4.198,51.300000000000004,82.46000000000001,24,990,N/A
2009,1,3,4,30,0,0,0,0,0,0,19,114.32000000000001,0.212,0.1,4.172,342.90000000000003,82.02,24,990,N/A
2009,1,3,5,30,0,0,0,0,0,0,19,100.52,0.212,0.1,4.148,326.40000000000003,82.48,24,990,N/A
2009,1,3,6,30,22,121,28,22,121,28,19,86.87,0.212,0,4.122,307.6,78.21000000000001,25,990,N/A
2009,1,3,7,30,75,559,233,75,559,233,19,73.54,0.212,0,4.101,327.20000000000005,67.55,27,990,N/A
2009,1,3,8,30,116,674,445,99,743,462,19,60.76,0.212,0,4.1,67.9,55.04,30,990,N/A
2009,1,3,9,30,289,365,528,113,834,660,18,49.01,0.212,0,4.119,116.10000000000001,44.85,33,990,N/A
2009,1,3,10,30,124,876,802,124,876,802,18,39.27,0.212,0,4.146,157,39.28,35,990,N/A
2009,1,3,11,30,127,897,877,127,897,877,17,33.36,0.212,0,4.176,174.70000000000002,36.64,36,990,N/A
2009,1,3,12,30,127,897,876,127,897,876,17,33.4,0.212,0,4.207,182.3,36.32,36,990,N/A
2009,1,3,13,30,125,873,800,125,873,800,17,39.36,0.212,0,4.239,201.4,36.24,36,990,N/A
2009,1,3,14,30,117,823,655,117,823,655,17,49.13,0.212,0,4.281,217.3,36.36,36,990,N/A
2009,1,3,15,30,103,727,457,103,727,457,18,60.89,0.212,0,4.346,223.4,39.01,35,990,N/A
2009,1,3,16,30,77,535,228,77,535,228,19,73.68,0.212,0,4.437,219.8,48.96,32,990,N/A
2009,1,3,17,30,21,95,26,21,95,26,21,87.02,0.212,0,4.54,166.5,66.9,29,990,N/A
2009,1,3,18,30,0,0,0,0,0,0,21,100.68,0.212,0,4.628,159.10000000000002,78.2,27,990,N/A
2009,1,3,19,30,0,0,0,0,0,0,22,114.48,0.212,0,4.675,155.5,80.91,27,990,N/A
2009,1,3,20,30,0,0,0,0,0,0,22,128.29,0.212,0.1,4.689,214.5,81.54,27,990,N/A
2009,1,3,21,30,0,0,0,0,0,0,22,141.93,0.212,0.2,4.705,245.3,85.16,26,990,N/A
2009,1,3,22,30,0,0,0,0,0,0,22,154.93,0.212,0.2,4.739,268,84.78,26,990,N/A
2009,1,3,23,30,0,0,0,0,0,0,22,165.25,0.212,0.2,4.782,280.7,84.39,26,990,N/A
2009,1,4,0,30,0,0,0,0,0,0,21,165.22,0.212,0.2,4.822,289.40000000000003,88.41,25,990,N/A
2009,1,4,1,30,0,0,0,0,0,0,21,154.88,0.212,0.1,4.8500000000000005,293.7,87.65,25,990,N/A
2009,1,4,2,30,0,0,0,0,0,0,21,141.88,0.212,0,4.862,305,86.54,25,990,N/A
2009,1,4,3,30,0,0,0,0,0,0,21,128.24,0.212,0,4.86,312.5,91.57000000000001,24,990,N/A
