Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1242637,-,-,-,4.61,-74.06,-5,2856,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2000,1,1,0,30,0,0,0,0,0,0,13,160.13,0.094,0.2,2.312,182.20000000000002,95.06,9,740,N/A
2000,1,1,1,30,0,0,0,0,0,0,12,151.39000000000001,0.094,0.1,2.265,154,93.07000000000001,9,740,N/A
2000,1,1,2,30,0,0,0,0,0,0,12,139.27,0.094,0.2,2.231,47.6,97.27,9,740,N/A
2000,1,1,3,30,0,0,0,0,0,0,12,126.02,0.094,0.30000000000000004,2.197,26.900000000000002,95.36,9,740,N/A
2000,1,1,4,30,0,0,0,0,0,0,12,112.37,0.094,0.2,2.1550000000000002,16.1,93.67,9,740,N/A
2000,1,1,5,30,0,0,0,0,0,0,11,98.58,0.094,0.2,2.118,28.200000000000003,91.87,9,740,N/A
2000,1,1,6,30,26,422,64,26,422,64,12,84.82000000000001,0.094,0.5,2.093,115.9,88.4,10,740,N/A
2000,1,1,7,30,52,793,307,52,793,307,13,71.26,0.094,0.9,2.073,143.9,88.41,11,740,N/A
2000,1,1,8,30,65,924,553,65,924,553,13,58.1,0.094,1.1,2.057,138.70000000000002,78.12,12,740,N/A
2000,1,1,9,30,74,985,761,74,985,761,13,45.78,0.094,1.1,2.059,137.1,72.86,13,740,N/A
2000,1,1,10,30,80,1015,909,80,1015,909,13,35.24,0.094,1.1,2.089,131.6,69.18,14,740,N/A
