Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1253085,-,-,-,9.81,-73.74,-5,74,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2002,1,1,0,30,0,0,0,0,0,0,23,164.78,0.179,0.1,4.124,240,100,24,990,N/A
2002,1,1,1,30,0,0,0,0,0,0,22,154.43,0.179,0.1,4.054,211.20000000000002,100,23,990,N/A
2002,1,1,2,30,0,0,0,0,0,0,22,141.47,0.179,0.1,3.935,132.3,100,23,990,N/A
2002,1,1,3,30,0,0,0,0,0,0,22,127.86,0.179,0.1,3.8040000000000003,117.10000000000001,100,23,990,N/A
2002,1,1,4,30,0,0,0,0,0,0,21,114.08,0.179,0.1,3.668,133.3,98.41,23,990,N/A
2002,1,1,5,30,0,0,0,0,0,0,21,100.3,0.179,0.1,3.533,157.20000000000002,96.05,23,990,N/A
2002,1,1,6,30,22,168,32,22,168,32,21,86.68,0.179,0,3.414,190.20000000000002,91.18,24,990,N/A
2002,1,1,7,30,66,624,244,66,624,244,21,73.37,0.179,0,3.317,199,82.29,26,990,N/A
2002,1,1,8,30,82,806,478,82,806,478,20,60.64,0.179,0,3.24,146.8,68.62,28,990,N/A
2002,1,1,9,30,91,895,679,91,895,679,19,48.95,0.179,0,3.1750000000000003,213.8,52.050000000000004,31,990,N/A
2002,1,1,10,30,107,920,819,107,920,819,18,39.300000000000004,0.179,0,3.117,217.8,43.71,33,990,N/A
2002,1,1,11,30,110,940,894,110,940,894,17,33.52,0.179,0,3.082,208.9,39.84,34,990,N/A
2002,1,1,12,30,111,938,892,111,938,892,17,33.67,0.179,0,3.088,226,36.92,35,990,N/A
2002,1,1,13,30,106,919,814,106,919,814,17,39.68,0.179,0,3.1350000000000002,198.8,36.76,35,990,N/A
2002,1,1,14,30,100,870,666,100,870,666,17,49.45,0.179,0,3.207,210.3,39.27,34,990,N/A
2002,1,1,15,30,88,780,464,88,780,464,17,61.2,0.179,0,3.283,168.3,42.82,33,990,N/A
2002,1,1,16,30,67,597,232,67,597,232,19,73.98,0.179,0.1,3.342,155.9,57.15,30,990,N/A
2002,1,1,17,30,19,130,25,19,130,25,22,87.3,0.179,0.2,3.358,140.4,74.64,28,990,N/A
2002,1,1,18,30,0,0,0,0,0,0,22,100.94,0.179,0.2,3.317,126.4,83.93,26,990,N/A
2002,1,1,19,30,0,0,0,0,0,0,21,114.72,0.179,0.1,3.222,94.30000000000001,86.34,25,990,N/A
2002,1,1,20,30,0,0,0,0,0,0,21,128.51,0.179,0.1,3.093,329.5,84.32000000000001,25,990,N/A
2002,1,1,21,30,0,0,0,0,0,0,20,142.11,0.179,0.2,2.95,312,87.68,24,990,N/A
2002,1,1,22,30,0,0,0,0,0,0,20,155.03,0.179,0.2,2.809,325.8,91.42,23,990,N/A
2002,1,1,23,30,0,0,0,0,0,0,20,165.17000000000002,0.179,0.2,2.692,341.3,89.19,23,990,N/A
2002,1,2,0,30,0,0,0,0,0,0,19,164.91,0.179,0.2,2.607,355.1,87.16,23,990,N/A
2002,1,2,1,30,0,0,0,0,0,0,19,154.56,0.179,0.1,2.556,3.7,90.61,22,990,N/A
2002,1,2,2,30,0,0,0,0,0,0,19,141.59,0.179,0.1,2.5380000000000003,5.7,88.72,22,990,N/A
2002,1,2,3,30,0,0,0,0,0,0,18,127.98,0.179,0.1,2.56,12.100000000000001,87.33,22,990,N/A
2002,1,2,4,30,0,0,0,0,0,0,18,114.18,0.179,0.1,2.62,56.900000000000006,91.79,21,990,N/A
2002,1,2,5,30,0,0,0,0,0,0,18,100.4,0.179,0.1,2.71,55.7,90.48,21,990,N/A
2002,1,2,6,30,21,198,33,21,198,33,18,86.77,0.179,0,2.82,38.6,85.37,22,990,N/A
2002,1,2,7,30,65,637,246,65,637,246,19,73.45,0.179,0,2.93,38.2,69.83,26,990,N/A
2002,1,2,8,30,85,801,478,85,801,478,18,60.69,0.179,0,3.0260000000000002,112.30000000000001,55.01,29,990,N/A
2002,1,2,9,30,98,881,676,98,881,676,17,48.980000000000004,0.179,0,3.114,159.8,43.75,32,990,N/A
2002,1,2,10,30,111,911,816,111,911,816,17,39.29,0.179,0,3.211,167.3,40.730000000000004,33,990,N/A
2002,1,2,11,30,116,925,889,116,925,889,17,33.46,0.179,0,3.327,184,38.63,34,990,N/A
2002,1,2,12,30,118,919,885,118,919,885,17,33.55,0.179,0,3.4530000000000003,185.3,36.77,35,990,N/A
2002,1,2,13,30,118,891,805,118,891,805,17,39.54,0.179,0,3.569,216.60000000000002,35.4,36,990,N/A
2002,1,2,14,30,110,841,659,110,841,659,17,49.31,0.179,0,3.662,179.9,38.32,35,990,N/A
2002,1,2,15,30,96,749,459,96,749,459,18,61.06,0.179,0,3.729,160.60000000000002,41.92,34,990,N/A
2002,1,2,16,30,72,567,230,72,567,230,20,73.85000000000001,0.179,0,3.767,162.20000000000002,55.97,31,990,N/A
2002,1,2,17,30,26,0,26,20,120,26,22,87.18,0.179,0.1,3.7760000000000002,122.4,76.61,28,990,N/A
2002,1,2,18,30,0,0,0,0,0,0,22,100.82000000000001,0.179,0.1,3.7640000000000002,119.60000000000001,85.56,26,990,N/A
2002,1,2,19,30,0,0,0,0,0,0,22,114.61,0.179,0,3.745,166.20000000000002,84.17,26,990,N/A
2002,1,2,20,30,0,0,0,0,0,0,22,128.41,0.179,0.1,3.738,278.1,88.72,25,990,N/A
2002,1,2,21,30,0,0,0,0,0,0,21,142.03,0.179,0.2,3.737,293.2,93.65,24,990,N/A
2002,1,2,22,30,0,0,0,0,0,0,21,154.98,0.179,0.2,3.722,314.5,92.67,24,990,N/A
2002,1,2,23,30,0,0,0,0,0,0,21,165.20000000000002,0.179,0.2,3.685,342.8,91.11,24,990,N/A
2002,1,3,0,30,0,0,0,0,0,0,21,165.04,0.179,0.2,3.629,7.7,89.34,24,990,N/A
2002,1,3,1,30,0,0,0,0,0,0,20,154.70000000000002,0.179,0.2,3.573,28.8,87.32000000000001,24,990,N/A
2002,1,3,2,30,0,0,0,0,0,0,20,141.72,0.179,0.1,3.5300000000000002,47.300000000000004,91.31,23,990,N/A
2002,1,3,3,30,0,0,0,0,0,0,20,128.09,0.179,0.1,3.508,51.400000000000006,89.82000000000001,23,990,N/A
2002,1,3,4,30,0,0,0,0,0,0,20,114.29,0.179,0.1,3.5060000000000002,48.2,88.47,23,990,N/A
2002,1,3,5,30,0,0,0,0,0,0,19,100.5,0.179,0.1,3.508,46.800000000000004,87.45,23,990,N/A
2002,1,3,6,30,22,136,29,22,136,29,20,86.85000000000001,0.179,0,3.516,41.2,83.66,24,990,N/A
2002,1,3,7,30,73,576,236,73,576,236,20,73.52,0.179,0,3.536,56.900000000000006,71.49,27,990,N/A
2002,1,3,8,30,97,754,466,97,754,466,19,60.74,0.179,0,3.573,134.70000000000002,56.52,30,990,N/A
2002,1,3,9,30,222,558,589,111,842,664,18,49.01,0.179,0,3.614,217.8,45.92,33,990,N/A
